Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Bahrain,BHR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,-13.60487852,0.119671754,0.780566095,1.716035322,3.602315292,2.774743282,-1.0455694,-1.058491537,5.998132318,4.680938941,2.169265594,13.41821743,18.28257949,-5.288191223,3.740326911,7.361126807,33.56601753,5.186228818,2.902019672,6.852999957,4.011545582,0.895243944,2.261808944,4.665543678,6.580210025,6.566594458,15.75086501,8.08243219,6.977577827,1.12105291,0.605800046,2.71349353,5.023465326,11.45597327,4.548430831,0.20899286,0.754928694,1.462722688,0.295253204,2.441420726,
"Bahamas, The",BHS,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,14.91763485,9.532612487,15.3037739,15.24072142,22.68184693,2.948674941,2.273789129,4.403927069,-0.132148006,0.842252953,0.307047106,2.41149667,0.17740607,-0.346260388,-0.240066631,-1.301331551,-0.533872599,0.39793664,1.302388303,0.829523187,-0.536955148,-0.041785058,0.009649405,0.882923674,0.724148512,3.117526976,2.432806872,3.316299136,2.149791753,1.943031311,3.098507145,1.230729649,1.720383373,2.144284895,3.021438297,5.727971168,6.947601367,6.718093412,8.171729024,6.651599485,8.636992163,6.619575093,4.908082645,3.6169335,2.261397358,0.649621928,3.272834274,2.43851484,3.773620915,1.948598195,
Bosnia and Herzegovina,BIH,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.621115881,3.772741435,2.653080006,2.061147254,4.025939978,4.561411766,8.395432465,5.558366169,6.575891621,11.67373948,5.257501946,0.786376222,2.583954458,2.529460858,2.275383848,1.723436709,2.935964329,2.363067128,1.851782828,2.81762013,2.946984648,1.935166338,
Belarus,BLR,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.041086957,0.108101523,0.070318665,0.105205324,0.708145893,2.488603004,1.334908888,3.657787145,0.932726195,0.775405865,1.693132683,0.963663961,0.707732068,1.014977462,0.966328359,3.991616143,3.600682329,3.688518931,2.435056533,6.480801966,2.228206919,2.973864618,2.362529221,2.926769593,2.612805022,2.332138504,2.376261878,2.018533251,
Belize,BLZ,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,13.31867267,5.641194645,,,,,,,1.467351431,-0.032938076,,-1.01994058,,,-1.725891577,1.739999472,1.985854495,2.437006421,4.373723962,5.052367303,4.173881521,3.058098818,3.010193557,1.643273096,2.645973573,3.394392625,2.585035668,1.82710344,2.56171167,8.007028318,3.553230205,7.044957548,2.752410884,-1.110803839,10.60504745,11.51567224,8.99297976,11.0391426,12.55547782,8.262361377,7.003331185,6.527144386,12.75207885,5.840681964,8.4855082,3.429587185,1.844031941,1.733181722,6.522105972,5.474004349,
Bermuda,BMU,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.183158775,3.280366226,1.819859206,1.922292821,1.135720502,0.137152332,0.308131446,18.54303395,0.897674182,-1.435058594,9.120047167,2.457444723,-1.062917926,3.356840803,-4.084882161,0.74651445,0.849151218,-0.053405783,-2.150326914,-1.061083159,-4.033835397,1.320764482,0.058655267,
Bolivia,BOL,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,1.943356398,0.173417333,1.288549492,0.364221273,2.106082734,2.561527848,-0.296487826,-0.037181214,0.305995851,0.791614566,1.038234234,1.289002778,0.556600522,0.129093153,0.113461364,0.185967716,0.252631225,0.881205288,-0.219679089,-0.517389935,0.558798938,0.973186046,1.649570505,2.158796554,2.176804369,5.847909232,6.409384035,9.218144108,11.17146109,12.1966294,8.768250434,8.668583324,8.557893431,2.442354474,0.74577261,-2.498880031,2.451682367,2.791837867,3.072601838,2.43967815,3.165443563,3.584442149,3.913550146,5.70662212,1.989824857,1.68072788,0.988080149,1.899493281,0.750524781,-0.580526182,
Brazil,BRA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.925400918,0.912518967,0.785629975,1.489296207,1.14889278,1.052466706,1.018483208,1.040464686,0.998999547,1.075256922,0.813106376,0.956135069,1.03307874,0.791423642,0.762592174,0.64635416,0.128665462,0.397505323,0.848675006,0.26574541,0.214091608,0.182961218,0.514479246,0.295112882,0.550427157,0.631608733,1.475965411,2.224865074,3.694817064,4.735492291,5.034128682,4.152126833,3.2653199,1.813120631,2.716381065,1.733900669,1.749493337,3.190894842,2.990663287,1.888455825,3.729955689,3.915113195,3.755022099,3.041524491,3.571425711,3.592144788,4.137362084,3.339346319,4.145494394,3.759959181,
Barbados,BRB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,0.768958542,1.116208676,1.582317434,0.992531437,1.625477453,4.520763343,2.894454322,3.347679161,3.01995707,1.306616854,2.67282392,0.344084832,0.500725185,0.416576138,1.433142785,0.432814011,0.557283807,0.367464176,0.738375064,0.455674015,0.601949041,2.877965523,0.670002532,1.128869605,1.035130214,1.610513839,2.408790453,2.995741069,7.350499076,5.754830615,6.62895921,10.212368,8.115411932,10.19265248,12.8552327,7.972416417,9.389344649,9.86694442,11.45435281,2.225560213,16.04785428,14.60288321,11.54635577,4.141372037,4.749759166,4.134574774,
Brunei Darussalam,BRN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,47.76075082,-8.885033173,-1.395768465,0.066960368,0.193744821,0.072755017,-2.170672393,-0.189874752,0.235372803,0.012483148,-0.397052039,-0.254453867,0.145629281,0.094155024,0.021149904,0.10415447,-0.256508879,-0.00254133,0.017095811,0.334955862,0.198832471,0.135074277,0.167322084,0.194850769,0.144103572,12.31005697,12.77659781,13.501925,14.15031268,16.25801454,9.158360447,1.08362189,3.930498376,1.888281555,1.438021789,1.836754981,0.765769354,2.103544653,1.543688044,3.033690978,3.507036879,3.730949184,4.540677437,4.286776224,3.321314483,1.324701748,-1.320522338,3.858208317,3.804741353,2.771141484,
Bhutan,BTN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.533711778,0.239956002,,,,0.016498739,0.442448705,-0.191275383,,0.250640813,,,0.465664584,0.55795901,1.298109575,0.779343364,0.699745468,6.321598166,0.256066013,1.482941272,4.862689355,1.752382634,1.368715532,1.163503519,1.234075042,0.321968437,0.550454644,-0.675563046,0.108290042,0.515003229,
Botswana,BWA,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,0.022873287,-10.77468316,3.029488242,2.70887401,6.913131204,15.59400595,10.51448807,8.235571501,2.076534659,2.029737944,5.009258402,4.809249962,5.055481313,5.779523019,1.509584743,1.367987666,2.529699692,-0.20826592,-0.037722892,-6.897679919,-0.332319066,1.488459308,1.468356845,1.994132797,1.989749587,0.668733486,0.987700169,0.558884524,7.501528068,5.565281275,4.363836574,4.242949051,4.802907024,4.521727883,4.759383734,2.032693008,1.707873139,1.909904823,1.015883955,0.450529647,3.170213496,2.625094327,0.910899737,1.497077423,1.532181285,1.422689066,
Central African Republic,CAF,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,0.634562881,0.347479439,0.651273717,-0.073750919,2.061132712,1.478899213,0.82012189,-0.560847351,0.996511686,3.247514248,0.67042774,0.832097612,1.223261014,0.67848512,0.80731978,0.345905908,0.727137987,0.990741019,-0.30258951,0.104157669,0.048437881,-0.353864316,-0.756175026,-0.780440981,0.423212354,0.555910243,1.084111039,0.159684103,0.754709452,0.598007105,0.097219751,0.55631182,0.569331815,0.991441318,1.188901252,0.755217887,2.373745081,3.343021816,5.899031947,2.053330203,2.871289444,1.513893178,2.790104474,0.109532616,0.183395779,0.176904972,0.397590036,0.332412522,0.810612598,1.153045645,
Canada,CAN,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,2.078724514,2.289990434,1.866661931,2.425012507,2.321282135,1.947940463,1.18635581,1.593399298,1.710717949,2.183606006,2.122763376,0.21675003,0.028727072,1.356215268,1.596989221,0.344547723,0.717913443,1.993269728,1.418416936,1.269193177,1.414596719,0.575791877,1.184737663,0.723955646,1.650299407,2.261072613,1.402868239,2.325650141,3.953574436,4.061040441,9.201639209,3.855496808,3.230609335,0.785738558,0.141948898,2.185150089,4.888365531,8.222072375,4.52638317,1.527990701,1.841673352,2.143425226,2.699692305,3.628603158,3.558271366,3.854833887,2.237986195,1.536950015,2.514751984,2.596582043,
Central Europe and the Baltics,CEB,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,,1.154231497,1.313947318,2.150179289,1.761681588,3.194132694,2.708095954,3.488777502,4.384149495,5.08423333,5.505023043,4.615245664,5.015902322,3.221342333,5.644931908,8.43306628,8.14495855,12.11777072,9.048132919,2.375968853,1.594938989,3.451338693,2.902612928,1.076573228,3.611997333,1.736172324,8.755489104,1.98143495,-1.32514348,4.528845567,
Switzerland,CHE,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,0.577323359,0.731169938,1.176004931,1.373870968,1.199327367,0.193622542,1.235746491,2.148591614,1.087184706,0.415168501,0.64570401,1.258411482,1.213672373,1.478443592,2.928921693,3.845353726,5.015764995,8.48388648,3.504636372,2.739744536,5.588049223,1.801864138,0.652062696,12.47577839,10.14523322,0.539526277,8.801107711,3.026935738,2.968137249,5.979174638,-3.620379777,2.961591656,16.18235829,14.5825675,19.02839417,-10.8092787,-2.614562409,
Channel Islands,CHI,"Foreign direct investment, net inflows (% of GDP)",BX.KLT.DINV.WD.GD.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
